date,service,cost
2025-06-20,Secret Manager,1.24
2025-06-21,Secret Manager,1.15
2025-06-22,Secret Manager,1.11
2025-06-23,Secret Manager,1.15
2025-06-24,Secret Manager,1.06
2025-06-25,Secret Manager,1.13
2025-06-26,Secret Manager,1.09
2025-06-27,Secret Manager,1.14
2025-06-28,Secret Manager,1.1
2025-06-29,Secret Manager,1.21
2025-06-30,Secret Manager,1.24
2025-07-01,Secret Manager,1.11
2025-07-02,Secret Manager,1.06
2025-07-03,Secret Manager,1.24
2025-07-04,Secret Manager,1.18
2025-07-05,Secret Manager,1.11
2025-07-06,Secret Manager,1.31
2025-07-07,Secret Manager,1.09
2025-07-08,Secret Manager,0.93
2025-07-09,Secret Manager,1.08
2025-07-10,Secret Manager,1.34
2025-07-11,Secret Manager,1.13
2025-07-12,Secret Manager,1.1
2025-07-13,Secret Manager,1.17
2025-07-14,Secret Manager,1.28
2025-07-15,Secret Manager,1.16
2025-07-16,Secret Manager,1.23
2025-07-17,Secret Manager,1.15
2025-07-18,Secret Manager,1.24
2025-07-19,Secret Manager,1.19
2025-07-20,Secret Manager,1.13
2025-07-21,Secret Manager,1.2
2025-07-22,Secret Manager,1.11
2025-07-23,Secret Manager,1.02
2025-07-24,Secret Manager,1.17
2025-07-25,Secret Manager,1.03
2025-07-26,Secret Manager,1.24
2025-07-27,Secret Manager,1.17
2025-07-28,Secret Manager,1.34
2025-07-29,Secret Manager,1.14
2025-07-30,Secret Manager,1.18
2025-07-31,Secret Manager,1.01
2025-08-01,Secret Manager,1.06
2025-08-02,Secret Manager,0.99
2025-08-03,Secret Manager,1.31
2025-08-04,Secret Manager,1.13
2025-08-05,Secret Manager,1.34
2025-08-06,Secret Manager,0.88
2025-08-07,Secret Manager,1.36
2025-08-08,Secret Manager,1.18
2025-08-09,Secret Manager,1.23
2025-08-10,Secret Manager,1.07
2025-08-11,Secret Manager,1.25
2025-08-12,Secret Manager,1.15
2025-08-13,Secret Manager,1.06
2025-08-14,Secret Manager,1.06
2025-08-15,Secret Manager,1.06
2025-08-16,Secret Manager,1.24
2025-08-17,Secret Manager,1.13
2025-08-18,Secret Manager,1.01
2025-08-19,Secret Manager,1.24
2025-08-20,Secret Manager,0.95
2025-08-21,Secret Manager,1.35
2025-08-22,Secret Manager,1.43
2025-08-23,Secret Manager,1.05
2025-08-24,Secret Manager,1.32
2025-08-25,Secret Manager,1.24
2025-08-26,Secret Manager,1.15
2025-08-27,Secret Manager,1.16
2025-08-28,Secret Manager,1.28
2025-08-29,Secret Manager,1.2
2025-08-30,Secret Manager,0.92
2025-08-31,Secret Manager,1.45
2025-09-01,Secret Manager,1.26
2025-09-02,Secret Manager,1.21
2025-09-03,Secret Manager,1.13
2025-09-04,Secret Manager,1.19
2025-09-05,Secret Manager,1.36
2025-09-06,Secret Manager,1.25
2025-09-07,Secret Manager,1.26
2025-09-08,Secret Manager,1.08
2025-09-09,Secret Manager,1.18
2025-09-10,Secret Manager,1.23
2025-09-11,Secret Manager,1.3
2025-09-12,Secret Manager,1.18
2025-09-13,Secret Manager,1.33
2025-09-14,Secret Manager,1.09
2025-09-15,Secret Manager,1.23
2025-09-16,Secret Manager,1.21
2025-09-17,Secret Manager,1.06
2025-09-18,Secret Manager,1.22
2025-09-19,Secret Manager,1.16
2025-09-20,Secret Manager,1.39
2025-09-21,Secret Manager,1.18
2025-09-22,Secret Manager,1.27
2025-09-23,Secret Manager,1.09
2025-09-24,Secret Manager,1.26
2025-09-25,Secret Manager,1.19
2025-09-26,Secret Manager,1.15
2025-09-27,Secret Manager,1.56
2025-09-28,Secret Manager,1.2
2025-09-29,Secret Manager,1.21
2025-09-30,Secret Manager,1.34
2025-10-01,Secret Manager,1.15
2025-10-02,Secret Manager,1.29
2025-10-03,Secret Manager,1.3
2025-10-04,Secret Manager,1.27
2025-10-05,Secret Manager,1.5
2025-10-06,Secret Manager,1.15
2025-10-07,Secret Manager,1.42
2025-10-08,Secret Manager,1.3
2025-10-09,Secret Manager,1.35
2025-10-10,Secret Manager,1.29
2025-10-11,Secret Manager,1.46
2025-10-12,Secret Manager,1.21
2025-10-13,Secret Manager,1.31
2025-10-14,Secret Manager,1.4
2025-10-15,Secret Manager,1.19
2025-10-16,Secret Manager,1.37
2025-10-17,Secret Manager,1.25
2025-10-18,Secret Manager,1.12
2025-10-19,Secret Manager,1.09
2025-10-20,Secret Manager,1.25
2025-10-21,Secret Manager,1.37
2025-10-22,Secret Manager,1.02
2025-10-23,Secret Manager,1.28
2025-10-24,Secret Manager,1.36
2025-10-25,Secret Manager,1.12
2025-10-26,Secret Manager,1.19
2025-10-27,Secret Manager,1.33
2025-10-28,Secret Manager,1.36
2025-10-29,Secret Manager,1.45
2025-10-30,Secret Manager,1.2
2025-10-31,Secret Manager,1.18
2023-10-01,Key Management Service,2.11
2023-10-02,Key Management Service,1.59
2023-10-03,Key Management Service,1.76
2023-10-04,Key Management Service,2.05
2023-10-05,Key Management Service,1.28
2023-10-06,Key Management Service,1.95
2023-10-07,Key Management Service,1.63
2023-10-08,Key Management Service,1.88
2023-10-09,Key Management Service,1.6
2023-10-10,Key Management Service,2.03
2023-10-11,Key Management Service,1.62
2023-10-12,Key Management Service,0.97
2023-10-13,Key Management Service,2.09
2023-10-14,Key Management Service,1.18
2023-10-15,Key Management Service,2.02
2023-10-16,Key Management Service,1.51
2023-10-17,Key Management Service,1.99
2023-10-18,Key Management Service,1.97
2023-10-19,Key Management Service,1.71
2023-10-20,Key Management Service,1.74
2023-10-21,Key Management Service,1.71
2023-10-22,Key Management Service,0.78
2023-10-23,Key Management Service,1.6
2023-10-24,Key Management Service,1.13
2023-10-25,Key Management Service,1.62
2023-10-26,Key Management Service,1.12
2023-10-27,Key Management Service,1.11
2023-10-28,Key Management Service,2.17
2023-10-29,Key Management Service,1.96
2023-10-30,Key Management Service,1.56
2023-10-31,Key Management Service,1.63
2023-11-01,Key Management Service,1.47
2023-11-02,Key Management Service,1.78
2023-11-03,Key Management Service,1.31
2023-11-04,Key Management Service,1.94
2023-11-05,Key Management Service,1.47
2023-11-06,Key Management Service,1.41
2023-11-07,Key Management Service,1.58
2023-11-08,Key Management Service,1.35
2023-11-09,Key Management Service,1.7
2023-11-10,Key Management Service,1.37
2023-11-11,Key Management Service,1.75
2023-11-12,Key Management Service,2.04
2023-11-13,Key Management Service,1.3
2023-11-14,Key Management Service,1.53
2023-11-15,Key Management Service,1.75
2023-11-16,Key Management Service,1.41
2023-11-17,Key Management Service,1.76
2023-11-18,Key Management Service,1.79
2023-11-19,Key Management Service,2.0
2023-11-20,Key Management Service,1.36
2023-11-21,Key Management Service,1.23
2023-11-22,Key Management Service,1.47
2023-11-23,Key Management Service,1.22
2023-11-24,Key Management Service,1.8
2023-11-25,Key Management Service,1.15
2023-11-26,Key Management Service,2.48
2023-11-27,Key Management Service,2.09
2023-11-28,Key Management Service,1.6
2023-11-29,Key Management Service,1.93
2023-11-30,Key Management Service,0.98
2023-12-01,Key Management Service,2.56
2023-12-02,Key Management Service,1.38
2023-12-03,Key Management Service,1.56
2023-12-04,Key Management Service,0.9
2023-12-05,Key Management Service,1.79
2023-12-06,Key Management Service,1.19
2023-12-07,Key Management Service,1.65
2023-12-08,Key Management Service,1.4
2023-12-09,Key Management Service,1.2
2023-12-10,Key Management Service,1.31
2023-12-11,Key Management Service,1.7
2023-12-12,Key Management Service,1.13
2023-12-13,Key Management Service,1.33
2023-12-14,Key Management Service,1.87
2023-12-15,Key Management Service,2.61
2023-12-16,Key Management Service,1.8
2023-12-17,Key Management Service,1.27
2023-12-18,Key Management Service,1.48
2023-12-19,Key Management Service,1.63
2023-12-20,Key Management Service,1.49
2023-12-21,Key Management Service,1.97
2023-12-22,Key Management Service,1.71
2023-12-23,Key Management Service,1.97
2023-12-24,Key Management Service,1.51
2023-12-25,Key Management Service,2.13
2023-12-26,Key Management Service,1.57
2023-12-27,Key Management Service,1.26
2023-12-28,Key Management Service,2.46
2023-12-29,Key Management Service,0.94
2023-12-30,Key Management Service,1.36
2023-12-31,Key Management Service,1.4
2024-01-01,Key Management Service,2.59
2024-01-02,Key Management Service,2.33
2024-01-03,Key Management Service,2.21
2024-01-04,Key Management Service,1.52
2024-01-05,Key Management Service,2.56
2024-01-06,Key Management Service,1.78
2024-01-07,Key Management Service,2.02
2024-01-08,Key Management Service,1.72
2024-01-09,Key Management Service,1.63
2024-01-10,Key Management Service,1.55
2024-01-11,Key Management Service,1.57
2024-01-12,Key Management Service,1.88
2024-01-13,Key Management Service,1.79
2024-01-14,Key Management Service,1.64
2024-01-15,Key Management Service,2.23
2024-01-16,Key Management Service,0.53
2024-01-17,Key Management Service,1.85
2024-01-18,Key Management Service,1.93
2024-01-19,Key Management Service,2.1
2024-01-20,Key Management Service,1.64
2024-01-21,Key Management Service,1.74
2024-01-22,Key Management Service,2.04
2024-01-23,Key Management Service,2.23
2024-01-24,Key Management Service,1.55
2024-01-25,Key Management Service,1.77
2024-01-26,Key Management Service,2.31
2024-01-27,Key Management Service,0.86
2024-01-28,Key Management Service,1.41
2024-01-29,Key Management Service,2.23
2024-01-30,Key Management Service,2.09
2024-01-31,Key Management Service,1.87
2024-02-01,Key Management Service,1.51
2024-02-02,Key Management Service,1.34
2024-02-03,Key Management Service,1.46
2024-02-04,Key Management Service,2.27
2024-02-05,Key Management Service,1.44
2024-02-06,Key Management Service,1.72
2024-02-07,Key Management Service,1.4
2024-02-08,Key Management Service,2.01
2024-02-09,Key Management Service,1.48
2024-02-10,Key Management Service,1.65
2024-02-11,Key Management Service,1.05
2024-02-12,Key Management Service,1.08
2024-02-13,Key Management Service,1.7
2024-02-14,Key Management Service,1.19
2024-02-15,Key Management Service,2.49
2024-02-16,Key Management Service,0.91
2024-02-17,Key Management Service,1.39
2024-02-18,Key Management Service,1.71
2024-02-19,Key Management Service,1.56
2024-02-20,Key Management Service,1.28
2024-02-21,Key Management Service,1.34
2024-02-22,Key Management Service,1.33
2024-02-23,Key Management Service,1.6
2024-02-24,Key Management Service,2.45
2024-02-25,Key Management Service,1.74
2024-02-26,Key Management Service,2.16
2024-02-27,Key Management Service,1.9
2024-02-28,Key Management Service,2.13
2024-02-29,Key Management Service,0.65
2024-03-01,Key Management Service,1.6
2024-03-02,Key Management Service,2.21
2024-03-03,Key Management Service,1.5
2024-03-04,Key Management Service,2.39
2024-03-05,Key Management Service,2.28
2024-03-06,Key Management Service,1.54
2024-03-07,Key Management Service,1.53
2024-03-08,Key Management Service,1.34
2024-03-09,Key Management Service,1.48
2024-03-10,Key Management Service,1.26
2024-03-11,Key Management Service,1.89
2024-03-12,Key Management Service,1.17
2024-03-13,Key Management Service,1.96
2024-03-14,Key Management Service,1.97
2024-03-15,Key Management Service,1.1
2024-03-16,Key Management Service,2.32
2024-03-17,Key Management Service,1.93
2024-03-18,Key Management Service,2.02
2024-03-19,Key Management Service,1.45
2024-03-20,Key Management Service,1.97
2024-03-21,Key Management Service,2.17
2024-03-22,Key Management Service,1.7
2024-03-23,Key Management Service,2.5
2024-03-24,Key Management Service,1.76
2024-03-25,Key Management Service,2.18
2024-03-26,Key Management Service,1.86
2024-03-27,Key Management Service,1.97
2024-03-28,Key Management Service,1.11
2024-03-29,Key Management Service,1.89
2024-03-30,Key Management Service,1.47
2024-03-31,Key Management Service,1.43
2024-04-01,Key Management Service,2.42
2024-04-02,Key Management Service,1.67
2024-04-03,Key Management Service,1.37
2024-04-04,Key Management Service,1.62
2024-04-05,Key Management Service,1.26
2024-04-06,Key Management Service,2.3
2024-04-07,Key Management Service,1.5
2024-04-08,Key Management Service,1.96
2024-04-09,Key Management Service,2.28
2024-04-10,Key Management Service,1.57
2024-04-11,Key Management Service,1.97
2024-04-12,Key Management Service,1.38
2024-04-13,Key Management Service,2.7
2024-04-14,Key Management Service,2.12
2024-04-15,Key Management Service,1.7
2024-04-16,Key Management Service,1.48
2024-04-17,Key Management Service,1.73
2024-04-18,Key Management Service,1.65
2024-04-19,Key Management Service,2.52
2024-04-20,Key Management Service,1.31
2024-04-21,Key Management Service,1.83
2024-04-22,Key Management Service,1.77
2024-04-23,Key Management Service,1.74
2024-04-24,Key Management Service,1.74
2024-04-25,Key Management Service,1.74
2024-04-26,Key Management Service,2.12
2024-04-27,Key Management Service,2.02
2024-04-28,Key Management Service,1.95
2024-04-29,Key Management Service,0.64
2024-04-30,Key Management Service,1.9
2024-05-01,Key Management Service,1.16
2024-05-02,Key Management Service,2.04
2024-05-03,Key Management Service,2.35
2024-05-04,Key Management Service,1.44
2024-05-05,Key Management Service,1.7
2024-05-06,Key Management Service,1.57
2024-05-07,Key Management Service,2.27
2024-05-08,Key Management Service,1.84
2024-05-09,Key Management Service,2.46
2024-05-10,Key Management Service,1.96
2024-05-11,Key Management Service,1.9
2024-05-12,Key Management Service,1.83
2024-05-13,Key Management Service,2.12
2024-05-14,Key Management Service,1.15
2024-05-15,Key Management Service,1.84
2024-05-16,Key Management Service,1.78
2024-05-17,Key Management Service,2.09
2024-05-18,Key Management Service,1.74
2024-05-19,Key Management Service,1.42
2024-05-20,Key Management Service,1.82
2024-05-21,Key Management Service,1.4
2024-05-22,Key Management Service,1.09
2024-05-23,Key Management Service,2.09
2024-05-24,Key Management Service,2.04
2024-05-25,Key Management Service,2.0
2024-05-26,Key Management Service,2.32
2024-05-27,Key Management Service,1.57
2024-05-28,Key Management Service,1.28
2024-05-29,Key Management Service,1.8
2024-05-30,Key Management Service,1.7
2024-05-31,Key Management Service,1.51
2024-06-01,Key Management Service,1.8
2024-06-02,Key Management Service,1.6
2024-06-03,Key Management Service,1.14
2024-06-04,Key Management Service,1.67
2024-06-05,Key Management Service,1.4
2024-06-06,Key Management Service,1.92
2024-06-07,Key Management Service,1.59
2024-06-08,Key Management Service,2.26
2024-06-09,Key Management Service,2.45
2024-06-10,Key Management Service,2.1
2024-06-11,Key Management Service,1.25
2024-06-12,Key Management Service,2.42
2024-06-13,Key Management Service,2.44
2024-06-14,Key Management Service,1.85
2024-06-15,Key Management Service,2.35
2024-06-16,Key Management Service,1.64
2024-06-17,Key Management Service,1.14
2024-06-18,Key Management Service,1.56
2024-06-19,Key Management Service,2.51
2024-06-20,Key Management Service,1.29
2024-06-21,Key Management Service,1.85
2024-06-22,Key Management Service,1.87
2024-06-23,Key Management Service,1.66
2024-06-24,Key Management Service,1.69
2024-06-25,Key Management Service,1.89
2024-06-26,Key Management Service,1.65
2024-06-27,Key Management Service,1.32
2024-06-28,Key Management Service,1.95
2024-06-29,Key Management Service,2.27
2024-06-30,Key Management Service,2.2
2024-07-01,Key Management Service,1.56
2024-07-02,Key Management Service,1.39
2024-07-03,Key Management Service,1.76
2024-07-04,Key Management Service,2.47
2024-07-05,Key Management Service,2.12
2024-07-06,Key Management Service,2.14
2024-07-07,Key Management Service,2.21
2024-07-08,Key Management Service,2.04
2024-07-09,Key Management Service,1.92
2024-07-10,Key Management Service,2.13
2024-07-11,Key Management Service,1.67
2024-07-12,Key Management Service,1.34
2024-07-13,Key Management Service,2.16
2024-07-14,Key Management Service,2.35
2024-07-15,Key Management Service,1.46
2024-07-16,Key Management Service,2.2
2024-07-17,Key Management Service,2.53
2024-07-18,Key Management Service,1.89
2024-07-19,Key Management Service,1.58
2024-07-20,Key Management Service,1.94
2024-07-21,Key Management Service,1.68
2024-07-22,Key Management Service,1.66
2024-07-23,Key Management Service,2.06
2024-07-24,Key Management Service,1.29
2024-07-25,Key Management Service,1.35
2024-07-26,Key Management Service,1.91
2024-07-27,Key Management Service,1.89
2024-07-28,Key Management Service,2.03
2024-07-29,Key Management Service,2.61
2024-07-30,Key Management Service,1.94
2024-07-31,Key Management Service,2.13
2024-08-01,Key Management Service,1.54
2024-08-02,Key Management Service,2.2
2024-08-03,Key Management Service,1.71
2024-08-04,Key Management Service,1.94
2024-08-05,Key Management Service,1.87
2024-08-06,Key Management Service,2.3
2024-08-07,Key Management Service,1.42
2024-08-08,Key Management Service,1.05
2024-08-09,Key Management Service,1.84
2024-08-10,Key Management Service,2.1
2024-08-11,Key Management Service,1.98
2024-08-12,Key Management Service,2.39
2024-08-13,Key Management Service,2.09
2024-08-14,Key Management Service,1.71
2024-08-15,Key Management Service,1.04
2024-08-16,Key Management Service,1.84
2024-08-17,Key Management Service,2.32
2024-08-18,Key Management Service,1.78
2024-08-19,Key Management Service,1.94
2024-08-20,Key Management Service,2.09
2024-08-21,Key Management Service,1.55
2024-08-22,Key Management Service,2.17
2024-08-23,Key Management Service,2.56
2024-08-24,Key Management Service,1.87
2024-08-25,Key Management Service,1.51
2024-08-26,Key Management Service,1.91
2024-08-27,Key Management Service,1.09
2024-08-28,Key Management Service,2.07
2024-08-29,Key Management Service,2.11
2024-08-30,Key Management Service,2.58
2024-08-31,Key Management Service,1.87
2024-09-01,Key Management Service,2.1
2024-09-02,Key Management Service,1.62
2024-09-03,Key Management Service,1.81
2024-09-04,Key Management Service,1.37
2024-09-05,Key Management Service,1.88
2024-09-06,Key Management Service,1.84
2024-09-07,Key Management Service,2.07
2024-09-08,Key Management Service,1.72
2024-09-09,Key Management Service,1.99
2024-09-10,Key Management Service,1.83
2024-09-11,Key Management Service,1.83
2024-09-12,Key Management Service,1.99
2024-09-13,Key Management Service,1.98
2024-09-14,Key Management Service,2.25
2024-09-15,Key Management Service,1.92
2024-09-16,Key Management Service,1.83
2024-09-17,Key Management Service,1.9
2024-09-18,Key Management Service,1.7
2024-09-19,Key Management Service,1.83
2024-09-20,Key Management Service,2.74
2024-09-21,Key Management Service,1.62
2024-09-22,Key Management Service,1.87
2024-09-23,Key Management Service,1.83
2024-09-24,Key Management Service,1.88
2024-09-25,Key Management Service,1.85
2024-09-26,Key Management Service,2.08
2024-09-27,Key Management Service,1.33
2024-09-28,Key Management Service,2.37
2024-09-29,Key Management Service,2.22
2024-09-30,Key Management Service,1.51
2024-10-01,Key Management Service,1.12
2024-10-02,Key Management Service,1.61
2024-10-03,Key Management Service,1.89
2024-10-04,Key Management Service,2.97
2024-10-05,Key Management Service,2.19
2024-10-06,Key Management Service,1.3
2024-10-07,Key Management Service,1.73
2024-10-08,Key Management Service,1.97
2024-10-09,Key Management Service,2.09
2024-10-10,Key Management Service,1.5
2024-10-11,Key Management Service,1.94
2024-10-12,Key Management Service,1.72
2024-10-13,Key Management Service,1.58
2024-10-14,Key Management Service,2.1
2024-10-15,Key Management Service,2.29
2024-10-16,Key Management Service,2.32
2024-10-17,Key Management Service,2.22
2024-10-18,Key Management Service,1.82
2024-10-19,Key Management Service,2.28
2024-10-20,Key Management Service,2.12
2024-10-21,Key Management Service,2.06
2024-10-22,Key Management Service,1.78
2024-10-23,Key Management Service,1.82
2024-10-24,Key Management Service,2.04
2024-10-25,Key Management Service,2.94
2024-10-26,Key Management Service,2.13
2024-10-27,Key Management Service,1.78
2024-10-28,Key Management Service,1.7
2024-10-29,Key Management Service,1.83
2024-10-30,Key Management Service,2.85
2024-10-31,Key Management Service,1.87
2024-11-01,Key Management Service,2.37
2024-11-02,Key Management Service,1.88
2024-11-03,Key Management Service,2.12
2024-11-04,Key Management Service,2.33
2024-11-05,Key Management Service,1.81
2024-11-06,Key Management Service,1.79
2024-11-07,Key Management Service,2.66
2024-11-08,Key Management Service,2.4
2024-11-09,Key Management Service,2.33
2024-11-10,Key Management Service,2.33
2024-11-11,Key Management Service,2.21
2024-11-12,Key Management Service,2.8
2024-11-13,Key Management Service,2.05
2024-11-14,Key Management Service,2.26
2024-11-15,Key Management Service,1.49
2024-11-16,Key Management Service,1.73
2024-11-17,Key Management Service,1.59
2024-11-18,Key Management Service,2.53
2024-11-19,Key Management Service,1.08
2024-11-20,Key Management Service,1.89
2024-11-21,Key Management Service,0.91
2024-11-22,Key Management Service,1.73
2024-11-23,Key Management Service,1.86
2024-11-24,Key Management Service,2.58
2024-11-25,Key Management Service,2.2
2024-11-26,Key Management Service,1.74
2024-11-27,Key Management Service,2.46
2024-11-28,Key Management Service,2.06
2024-11-29,Key Management Service,2.07
2024-11-30,Key Management Service,1.6
2024-12-01,Key Management Service,1.68
2024-12-02,Key Management Service,1.75
2024-12-03,Key Management Service,2.08
2024-12-04,Key Management Service,2.09
2024-12-05,Key Management Service,2.65
2024-12-06,Key Management Service,2.21
2024-12-07,Key Management Service,1.04
2024-12-08,Key Management Service,2.17
2024-12-09,Key Management Service,1.52
2024-12-10,Key Management Service,1.7
2024-12-11,Key Management Service,1.76
2024-12-12,Key Management Service,1.82
2024-12-13,Key Management Service,1.55
2024-12-14,Key Management Service,2.15
2024-12-15,Key Management Service,1.54
2024-12-16,Key Management Service,2.21
2024-12-17,Key Management Service,2.93
2024-12-18,Key Management Service,1.58
2024-12-19,Key Management Service,1.97
2024-12-20,Key Management Service,1.13
2024-12-21,Key Management Service,1.97
2024-12-22,Key Management Service,2.33
2024-12-23,Key Management Service,2.36
2024-12-24,Key Management Service,2.12
2024-12-25,Key Management Service,2.43
2024-12-26,Key Management Service,3.06
2024-12-27,Key Management Service,2.74
2024-12-28,Key Management Service,1.9
2024-12-29,Key Management Service,1.54
2024-12-30,Key Management Service,1.94
2024-12-31,Key Management Service,1.74
2025-01-01,Key Management Service,2.27
2025-01-02,Key Management Service,1.65
2025-01-03,Key Management Service,2.07
2025-01-04,Key Management Service,2.42
2025-01-05,Key Management Service,2.07
2025-01-06,Key Management Service,1.75
2025-01-07,Key Management Service,2.55
2025-01-08,Key Management Service,1.39
2025-01-09,Key Management Service,1.98
2025-01-10,Key Management Service,2.09
2025-01-11,Key Management Service,2.12
2025-01-12,Key Management Service,2.18
2025-01-13,Key Management Service,2.35
2025-01-14,Key Management Service,2.1
2025-01-15,Key Management Service,1.98
2025-01-16,Key Management Service,1.96
2025-01-17,Key Management Service,1.89
2025-01-18,Key Management Service,2.42
2025-01-19,Key Management Service,1.88
2025-01-20,Key Management Service,2.44
2025-01-21,Key Management Service,2.13
2025-01-22,Key Management Service,1.93
2025-01-23,Key Management Service,2.36
2025-01-24,Key Management Service,1.85
2025-01-25,Key Management Service,2.37
2025-01-26,Key Management Service,2.21
2025-01-27,Key Management Service,1.91
2025-01-28,Key Management Service,2.33
2025-01-29,Key Management Service,2.34
2025-01-30,Key Management Service,2.58
2025-01-31,Key Management Service,2.5
2025-02-01,Key Management Service,2.32
2025-02-02,Key Management Service,1.71
2025-02-03,Key Management Service,3.07
2025-02-04,Key Management Service,1.61
2025-02-05,Key Management Service,2.5
2025-02-06,Key Management Service,2.31
2025-02-07,Key Management Service,1.7
2025-02-08,Key Management Service,2.1
2025-02-09,Key Management Service,2.12
2025-02-10,Key Management Service,2.65
2025-02-11,Key Management Service,1.88
2025-02-12,Key Management Service,2.05
2025-02-13,Key Management Service,1.27
2025-02-14,Key Management Service,2.81
2025-02-15,Key Management Service,1.75
2025-02-16,Key Management Service,2.28
2025-02-17,Key Management Service,2.12
2025-02-18,Key Management Service,2.12
2025-02-19,Key Management Service,2.47
2025-02-20,Key Management Service,2.8
2025-02-21,Key Management Service,2.26
2025-02-22,Key Management Service,2.41
2025-02-23,Key Management Service,2.29
2025-02-24,Key Management Service,2.55
2025-02-25,Key Management Service,1.99
2025-02-26,Key Management Service,2.58
2025-02-27,Key Management Service,2.59
2025-02-28,Key Management Service,2.58
2025-03-01,Key Management Service,1.92
2025-03-02,Key Management Service,2.11
2025-03-03,Key Management Service,2.27
2025-03-04,Key Management Service,1.66
2025-03-05,Key Management Service,2.78
2025-03-06,Key Management Service,2.17
2025-03-07,Key Management Service,2.29
2025-03-08,Key Management Service,1.96
2025-03-09,Key Management Service,1.68
2025-03-10,Key Management Service,1.96
2025-03-11,Key Management Service,2.27
2025-03-12,Key Management Service,2.44
2025-03-13,Key Management Service,2.25
2025-03-14,Key Management Service,2.32
2025-03-15,Key Management Service,2.06
2025-03-16,Key Management Service,2.38
2025-03-17,Key Management Service,2.76
2025-03-18,Key Management Service,2.46
2025-03-19,Key Management Service,2.5
2025-03-20,Key Management Service,2.31
2025-03-21,Key Management Service,1.63
2025-03-22,Key Management Service,1.8
2025-03-23,Key Management Service,2.37
2025-03-24,Key Management Service,2.2
2025-03-25,Key Management Service,2.37
2025-03-26,Key Management Service,2.84
2025-03-27,Key Management Service,2.48
2025-03-28,Key Management Service,2.69
2025-03-29,Key Management Service,2.24
2025-03-30,Key Management Service,1.9
2025-03-31,Key Management Service,2.19
2025-04-01,Key Management Service,1.91
2025-04-02,Key Management Service,2.81
2025-04-03,Key Management Service,2.52
2025-04-04,Key Management Service,2.41
2025-04-05,Key Management Service,2.69
2025-04-06,Key Management Service,1.45
2025-04-07,Key Management Service,2.44
2025-04-08,Key Management Service,1.72
2025-04-09,Key Management Service,2.22
2025-04-10,Key Management Service,2.11
2025-04-11,Key Management Service,2.48
2025-04-12,Key Management Service,2.31
2025-04-13,Key Management Service,2.74
2025-04-14,Key Management Service,2.0
2025-04-15,Key Management Service,2.5
2025-04-16,Key Management Service,2.29
2025-04-17,Key Management Service,1.61
2025-04-18,Key Management Service,1.88
2025-04-19,Key Management Service,2.18
2025-04-20,Key Management Service,2.66
2025-04-21,Key Management Service,2.41
2025-04-22,Key Management Service,1.8
2025-04-23,Key Management Service,2.19
2025-04-24,Key Management Service,3.01
2025-04-25,Key Management Service,2.28
2025-04-26,Key Management Service,2.12
2025-04-27,Key Management Service,2.43
2025-04-28,Key Management Service,2.54
2025-04-29,Key Management Service,2.07
2025-04-30,Key Management Service,2.44
2025-05-01,Key Management Service,2.13
2025-05-02,Key Management Service,2.52
2025-05-03,Key Management Service,2.32
2025-05-04,Key Management Service,2.44
2025-05-05,Key Management Service,1.97
2025-05-06,Key Management Service,1.94
2025-05-07,Key Management Service,2.62
2025-05-08,Key Management Service,2.23
2025-05-09,Key Management Service,2.37
2025-05-10,Key Management Service,2.15
2025-05-11,Key Management Service,2.6
2025-05-12,Key Management Service,2.03
2025-05-13,Key Management Service,2.21
2025-05-14,Key Management Service,2.56
2025-05-15,Key Management Service,2.71
2025-05-16,Key Management Service,2.07
2025-05-17,Key Management Service,3.01
2025-05-18,Key Management Service,2.39
2025-05-19,Key Management Service,1.88
2025-05-20,Key Management Service,2.41
2025-05-21,Key Management Service,2.13
2025-05-22,Key Management Service,2.44
2025-05-23,Key Management Service,2.26
2025-05-24,Key Management Service,2.31
2025-05-25,Key Management Service,1.93
2025-05-26,Key Management Service,2.66
2025-05-27,Key Management Service,1.84
2025-05-28,Key Management Service,1.86
2025-05-29,Key Management Service,2.42
2025-05-30,Key Management Service,2.9
2025-05-31,Key Management Service,2.15
2025-06-01,Key Management Service,2.56
2025-06-02,Key Management Service,2.7
2025-06-03,Key Management Service,2.6
2025-06-04,Key Management Service,2.17
2025-06-05,Key Management Service,1.88
2025-06-06,Key Management Service,1.46
2025-06-07,Key Management Service,2.2
2025-06-08,Key Management Service,2.75
2025-06-09,Key Management Service,1.87
2025-06-10,Key Management Service,2.57
2025-06-11,Key Management Service,1.94
2025-06-12,Key Management Service,2.34
2025-06-13,Key Management Service,2.57
2025-06-14,Key Management Service,2.06
2025-06-15,Key Management Service,2.37
2025-06-16,Key Management Service,2.15
2025-06-17,Key Management Service,2.58
2025-06-18,Key Management Service,2.4
2025-06-19,Key Management Service,2.33
2025-06-20,Key Management Service,2.9
2025-06-21,Key Management Service,2.57
2025-06-22,Key Management Service,2.05
2025-06-23,Key Management Service,2.28
2025-06-24,Key Management Service,2.29
2025-06-25,Key Management Service,2.35
2025-06-26,Key Management Service,3.28
2025-06-27,Key Management Service,2.46
2025-06-28,Key Management Service,1.55
2025-06-29,Key Management Service,2.12
2025-06-30,Key Management Service,1.59
2025-07-01,Key Management Service,2.2
2025-07-02,Key Management Service,1.57
2025-07-03,Key Management Service,2.0
2025-07-04,Key Management Service,1.75
