date,service,cost
22-04-2025,Content Delivery Network,2.33
23-04-2025,Content Delivery Network,2.47
24-04-2025,Content Delivery Network,2.28
25-04-2025,Content Delivery Network,2.4
26-04-2025,Content Delivery Network,2.25
27-04-2025,Content Delivery Network,2.45
28-04-2025,Content Delivery Network,2.32
29-04-2025,Content Delivery Network,2.32
30-04-2025,Content Delivery Network,2.36
01-05-2025,Content Delivery Network,2.28
02-05-2025,Content Delivery Network,2.63
03-05-2025,Content Delivery Network,2.54
04-05-2025,Content Delivery Network,2.52
05-05-2025,Content Delivery Network,2.57
06-05-2025,Content Delivery Network,2.37
07-05-2025,Content Delivery Network,2.55
08-05-2025,Content Delivery Network,2.36
09-05-2025,Content Delivery Network,2.24
10-05-2025,Content Delivery Network,2.08
11-05-2025,Content Delivery Network,2.7
12-05-2025,Content Delivery Network,2.35
13-05-2025,Content Delivery Network,2.33
14-05-2025,Content Delivery Network,2.23
15-05-2025,Content Delivery Network,2.57
16-05-2025,Content Delivery Network,2.38
17-05-2025,Content Delivery Network,2.46
18-05-2025,Content Delivery Network,2.42
19-05-2025,Content Delivery Network,2.45
20-05-2025,Content Delivery Network,2.47
21-05-2025,Content Delivery Network,2.43
22-05-2025,Content Delivery Network,2.43
23-05-2025,Content Delivery Network,2.38
24-05-2025,Content Delivery Network,2.42
25-05-2025,Content Delivery Network,2.45
26-05-2025,Content Delivery Network,2.42
27-05-2025,Content Delivery Network,2.27
28-05-2025,Content Delivery Network,2.43
29-05-2025,Content Delivery Network,2.52
30-05-2025,Content Delivery Network,2.34
31-05-2025,Content Delivery Network,2.28
01-06-2025,Content Delivery Network,2.54
02-06-2025,Content Delivery Network,2.38
03-06-2025,Content Delivery Network,2.27
04-06-2025,Content Delivery Network,2.37
05-06-2025,Content Delivery Network,2.39
06-06-2025,Content Delivery Network,2.42
07-06-2025,Content Delivery Network,2.33
08-06-2025,Content Delivery Network,2.52
09-06-2025,Content Delivery Network,2.39
10-06-2025,Content Delivery Network,2.35
11-06-2025,Content Delivery Network,2.49
12-06-2025,Content Delivery Network,2.29
13-06-2025,Content Delivery Network,2.58
14-06-2025,Content Delivery Network,2.35
15-06-2025,Content Delivery Network,2.46
16-06-2025,Content Delivery Network,2.54
17-06-2025,Content Delivery Network,2.55
18-06-2025,Content Delivery Network,2.39
19-06-2025,Content Delivery Network,2.5
20-06-2025,Content Delivery Network,2.47
21-06-2025,Content Delivery Network,2.44
22-06-2025,Content Delivery Network,2.53
23-06-2025,Content Delivery Network,2.64
24-06-2025,Content Delivery Network,2.34
25-06-2025,Content Delivery Network,2.33
26-06-2025,Content Delivery Network,2.47
27-06-2025,Content Delivery Network,2.54
28-06-2025,Content Delivery Network,2.64
29-06-2025,Content Delivery Network,2.64
30-06-2025,Content Delivery Network,2.46
01-07-2025,Content Delivery Network,2.52
02-07-2025,Content Delivery Network,2.51
03-07-2025,Content Delivery Network,2.31
04-07-2025,Content Delivery Network,2.76
05-07-2025,Content Delivery Network,2.44
06-07-2025,Content Delivery Network,2.61
07-07-2025,Content Delivery Network,2.62
08-07-2025,Content Delivery Network,2.47
09-07-2025,Content Delivery Network,2.5
10-07-2025,Content Delivery Network,2.31
11-07-2025,Content Delivery Network,2.73
12-07-2025,Content Delivery Network,2.43
13-07-2025,Content Delivery Network,2.63
14-07-2025,Content Delivery Network,2.3
15-07-2025,Content Delivery Network,2.47
16-07-2025,Content Delivery Network,2.5
17-07-2025,Content Delivery Network,2.27
18-07-2025,Content Delivery Network,2.38
19-07-2025,Content Delivery Network,2.21
20-07-2025,Content Delivery Network,2.47
21-07-2025,Content Delivery Network,2.52
22-07-2025,Content Delivery Network,2.38
23-07-2025,Content Delivery Network,2.46
24-07-2025,Content Delivery Network,2.48
25-07-2025,Content Delivery Network,2.59
26-07-2025,Content Delivery Network,2.53
27-07-2025,Content Delivery Network,2.63
28-07-2025,Content Delivery Network,2.5
29-07-2025,Content Delivery Network,2.46
30-07-2025,Content Delivery Network,2.63
31-07-2025,Content Delivery Network,2.6
01-08-2025,Content Delivery Network,2.31
02-08-2025,Content Delivery Network,2.42
03-08-2025,Content Delivery Network,2.31
04-08-2025,Content Delivery Network,2.56
05-08-2025,Content Delivery Network,2.46
06-08-2025,Content Delivery Network,2.73
07-08-2025,Content Delivery Network,2.54
08-08-2025,Content Delivery Network,2.65
09-08-2025,Content Delivery Network,2.57
10-08-2025,Content Delivery Network,2.37
11-08-2025,Content Delivery Network,2.64
12-08-2025,Content Delivery Network,2.66
13-08-2025,Content Delivery Network,2.54
14-08-2025,Content Delivery Network,2.54
15-08-2025,Content Delivery Network,2.6
16-08-2025,Content Delivery Network,2.41
17-08-2025,Content Delivery Network,2.65
18-08-2025,Content Delivery Network,2.68
19-08-2025,Content Delivery Network,2.51
20-08-2025,Content Delivery Network,2.61
21-08-2025,Content Delivery Network,2.54
22-08-2025,Content Delivery Network,2.49
23-08-2025,Content Delivery Network,2.54
24-08-2025,Content Delivery Network,2.54
25-08-2025,Content Delivery Network,2.46
26-08-2025,Content Delivery Network,2.38
27-08-2025,Content Delivery Network,2.58
28-08-2025,Content Delivery Network,2.71
29-08-2025,Content Delivery Network,2.42
30-08-2025,Content Delivery Network,2.51
31-08-2025,Content Delivery Network,2.69
01-09-2025,Content Delivery Network,2.55
02-09-2025,Content Delivery Network,2.68
03-09-2025,Content Delivery Network,2.63
04-09-2025,Content Delivery Network,2.59
05-09-2025,Content Delivery Network,2.46
06-09-2025,Content Delivery Network,2.55
07-09-2025,Content Delivery Network,2.48
08-09-2025,Content Delivery Network,2.48
09-09-2025,Content Delivery Network,2.58
10-09-2025,Content Delivery Network,2.56
11-09-2025,Content Delivery Network,2.41
12-09-2025,Content Delivery Network,2.82
13-09-2025,Content Delivery Network,2.54
14-09-2025,Content Delivery Network,2.5
15-09-2025,Content Delivery Network,2.47
16-09-2025,Content Delivery Network,2.67
17-09-2025,Content Delivery Network,2.59
18-09-2025,Content Delivery Network,2.79
19-09-2025,Content Delivery Network,2.65
20-09-2025,Content Delivery Network,2.33
21-09-2025,Content Delivery Network,2.64
22-09-2025,Content Delivery Network,2.37
23-09-2025,Content Delivery Network,2.44
24-09-2025,Content Delivery Network,2.46
25-09-2025,Content Delivery Network,2.65
26-09-2025,Content Delivery Network,2.63
27-09-2025,Content Delivery Network,2.41
28-09-2025,Content Delivery Network,2.54
29-09-2025,Content Delivery Network,2.73
30-09-2025,Content Delivery Network,2.61
01-10-2025,Content Delivery Network,2.49
02-10-2025,Content Delivery Network,2.52
03-10-2025,Content Delivery Network,2.64
04-10-2025,Content Delivery Network,2.62
05-10-2025,Content Delivery Network,2.73
06-10-2025,Content Delivery Network,2.61
07-10-2025,Content Delivery Network,2.48
08-10-2025,Content Delivery Network,2.71
09-10-2025,Content Delivery Network,2.68
10-10-2025,Content Delivery Network,2.82
11-10-2025,Content Delivery Network,2.72
12-10-2025,Content Delivery Network,2.58
13-10-2025,Content Delivery Network,2.69
14-10-2025,Content Delivery Network,2.49
15-10-2025,Content Delivery Network,2.58
16-10-2025,Content Delivery Network,2.7
17-10-2025,Content Delivery Network,2.58
18-10-2025,Content Delivery Network,2.58
19-10-2025,Content Delivery Network,2.54
20-10-2025,Content Delivery Network,2.55
21-10-2025,Content Delivery Network,2.69
22-10-2025,Content Delivery Network,2.5
23-10-2025,Content Delivery Network,2.48
24-10-2025,Content Delivery Network,2.5
25-10-2025,Content Delivery Network,2.77
26-10-2025,Content Delivery Network,2.56
27-10-2025,Content Delivery Network,2.66
28-10-2025,Content Delivery Network,2.72
29-10-2025,Content Delivery Network,2.58
30-10-2025,Content Delivery Network,2.79
31-10-2025,Content Delivery Network,2.55
01-10-2023,Backup,3.01
02-10-2023,Backup,2.8
03-10-2023,Backup,2.49
04-10-2023,Backup,3.03
05-10-2023,Backup,2.07
06-10-2023,Backup,2.46
07-10-2023,Backup,2.23
08-10-2023,Backup,2.87
09-10-2023,Backup,2.86
10-10-2023,Backup,2.58
11-10-2023,Backup,2.5
12-10-2023,Backup,2.64
13-10-2023,Backup,2.68
14-10-2023,Backup,2.34
15-10-2023,Backup,2.72
16-10-2023,Backup,2.35
17-10-2023,Backup,2.65
18-10-2023,Backup,2.13
19-10-2023,Backup,2.92
20-10-2023,Backup,2.52
21-10-2023,Backup,3.25
22-10-2023,Backup,2.88
23-10-2023,Backup,2.61
24-10-2023,Backup,3.1
25-10-2023,Backup,2.62
26-10-2023,Backup,2.58
27-10-2023,Backup,2.05
28-10-2023,Backup,2.68
29-10-2023,Backup,2.38
30-10-2023,Backup,2.61
31-10-2023,Backup,2.56
01-11-2023,Backup,2.26
02-11-2023,Backup,3.12
03-11-2023,Backup,2.56
04-11-2023,Backup,3.09
05-11-2023,Backup,2.59
06-11-2023,Backup,2.71
07-11-2023,Backup,2.47
08-11-2023,Backup,2.84
09-11-2023,Backup,2.69
10-11-2023,Backup,2.84
11-11-2023,Backup,2.68
12-11-2023,Backup,2.19
13-11-2023,Backup,2.62
14-11-2023,Backup,2.55
15-11-2023,Backup,3.24
16-11-2023,Backup,2.78
17-11-2023,Backup,2.76
18-11-2023,Backup,2.65
19-11-2023,Backup,2.35
20-11-2023,Backup,3.02
21-11-2023,Backup,2.85
22-11-2023,Backup,2.46
23-11-2023,Backup,2.5
24-11-2023,Backup,2.9
25-11-2023,Backup,2.4
26-11-2023,Backup,2.67
27-11-2023,Backup,2.29
28-11-2023,Backup,2.96
29-11-2023,Backup,2.29
30-11-2023,Backup,3.16
01-12-2023,Backup,2.11
02-12-2023,Backup,2.14
03-12-2023,Backup,3.11
04-12-2023,Backup,2.91
05-12-2023,Backup,3.46
06-12-2023,Backup,2.8
07-12-2023,Backup,3.32
08-12-2023,Backup,2.11
09-12-2023,Backup,2.68
10-12-2023,Backup,2.9
11-12-2023,Backup,2.67
12-12-2023,Backup,2.36
13-12-2023,Backup,2.61
14-12-2023,Backup,2.99
15-12-2023,Backup,1.9
16-12-2023,Backup,2.82
17-12-2023,Backup,2.98
18-12-2023,Backup,3.31
19-12-2023,Backup,2.69
20-12-2023,Backup,2.91
21-12-2023,Backup,2.81
22-12-2023,Backup,2.66
23-12-2023,Backup,2.66
24-12-2023,Backup,2.45
25-12-2023,Backup,2.53
26-12-2023,Backup,3.01
27-12-2023,Backup,2.77
28-12-2023,Backup,2.5
29-12-2023,Backup,2.9
30-12-2023,Backup,2.54
31-12-2023,Backup,3.53
01-01-2024,Backup,3.12
02-01-2024,Backup,3.14
03-01-2024,Backup,2.53
04-01-2024,Backup,2.54
05-01-2024,Backup,2.68
06-01-2024,Backup,2.74
07-01-2024,Backup,2.63
08-01-2024,Backup,2.24
09-01-2024,Backup,2.91
10-01-2024,Backup,3.06
11-01-2024,Backup,3.35
12-01-2024,Backup,2.63
13-01-2024,Backup,2.19
14-01-2024,Backup,2.17
15-01-2024,Backup,2.71
16-01-2024,Backup,2.68
17-01-2024,Backup,3
18-01-2024,Backup,2.76
19-01-2024,Backup,2.8
20-01-2024,Backup,2.66
21-01-2024,Backup,3.29
22-01-2024,Backup,2.41
23-01-2024,Backup,2.65
24-01-2024,Backup,2.89
25-01-2024,Backup,2.98
26-01-2024,Backup,2.19
27-01-2024,Backup,2.71
28-01-2024,Backup,2.07
29-01-2024,Backup,2.84
30-01-2024,Backup,2.08
31-01-2024,Backup,2.99
01-02-2024,Backup,2.68
02-02-2024,Backup,2.83
03-02-2024,Backup,2.57
04-02-2024,Backup,2.65
05-02-2024,Backup,2.7
06-02-2024,Backup,2.33
07-02-2024,Backup,2.22
08-02-2024,Backup,2.53
09-02-2024,Backup,3.19
10-02-2024,Backup,2.35
11-02-2024,Backup,2.44
12-02-2024,Backup,2.88
13-02-2024,Backup,3.02
14-02-2024,Backup,2.63
15-02-2024,Backup,2.11
16-02-2024,Backup,2.45
17-02-2024,Backup,3.21
18-02-2024,Backup,2.86
19-02-2024,Backup,3.1
20-02-2024,Backup,2.89
21-02-2024,Backup,2.42
22-02-2024,Backup,2.86
23-02-2024,Backup,2.66
24-02-2024,Backup,2.66
25-02-2024,Backup,3.09
26-02-2024,Backup,2.94
27-02-2024,Backup,2.48
28-02-2024,Backup,2.32
29-02-2024,Backup,2.55
01-03-2024,Backup,2.88
02-03-2024,Backup,2.52
03-03-2024,Backup,3.05
04-03-2024,Backup,2.91
05-03-2024,Backup,2.68
06-03-2024,Backup,2.58
07-03-2024,Backup,3.17
08-03-2024,Backup,3.01
09-03-2024,Backup,3.27
10-03-2024,Backup,2.23
11-03-2024,Backup,2.68
12-03-2024,Backup,2.67
13-03-2024,Backup,2.78
14-03-2024,Backup,2.27
15-03-2024,Backup,2.88
16-03-2024,Backup,1.91
17-03-2024,Backup,2.92
18-03-2024,Backup,2.37
19-03-2024,Backup,2.69
20-03-2024,Backup,2.63
21-03-2024,Backup,2.17
22-03-2024,Backup,2.77
23-03-2024,Backup,2.44
24-03-2024,Backup,2.56
25-03-2024,Backup,2.9
26-03-2024,Backup,2.76
27-03-2024,Backup,3.02
28-03-2024,Backup,2.76
29-03-2024,Backup,2.31
30-03-2024,Backup,2.09
31-03-2024,Backup,2.56
01-04-2024,Backup,2.7
02-04-2024,Backup,3.02
03-04-2024,Backup,2.46
04-04-2024,Backup,3.22
05-04-2024,Backup,3.22
06-04-2024,Backup,3.37
07-04-2024,Backup,2.45
08-04-2024,Backup,2.42
09-04-2024,Backup,3.11
10-04-2024,Backup,2.88
11-04-2024,Backup,2.97
12-04-2024,Backup,3.17
13-04-2024,Backup,2.69
14-04-2024,Backup,2.55
15-04-2024,Backup,3.32
16-04-2024,Backup,2.73
17-04-2024,Backup,2.92
18-04-2024,Backup,2.86
19-04-2024,Backup,2.89
20-04-2024,Backup,2.36
21-04-2024,Backup,2.38
22-04-2024,Backup,2.96
23-04-2024,Backup,2.38
24-04-2024,Backup,3.27
25-04-2024,Backup,2.79
26-04-2024,Backup,2.15
27-04-2024,Backup,3.3
28-04-2024,Backup,2.36
29-04-2024,Backup,2.67
30-04-2024,Backup,2.62
01-05-2024,Backup,3.1
02-05-2024,Backup,2.65
03-05-2024,Backup,2.55
04-05-2024,Backup,3.08
05-05-2024,Backup,2.73
06-05-2024,Backup,2.93
07-05-2024,Backup,3.09
08-05-2024,Backup,2.85
09-05-2024,Backup,3
10-05-2024,Backup,2.57
11-05-2024,Backup,3.2
12-05-2024,Backup,3.08
13-05-2024,Backup,2.31
14-05-2024,Backup,2.66
15-05-2024,Backup,3.07
16-05-2024,Backup,2.67
17-05-2024,Backup,2.81
18-05-2024,Backup,3.41
19-05-2024,Backup,2.43
20-05-2024,Backup,2.7
21-05-2024,Backup,2.61
22-05-2024,Backup,2.54
23-05-2024,Backup,2.83
24-05-2024,Backup,3.27
25-05-2024,Backup,2.97
26-05-2024,Backup,2.88
27-05-2024,Backup,2.47
28-05-2024,Backup,2.79
29-05-2024,Backup,2.79
30-05-2024,Backup,3.31
31-05-2024,Backup,2.49
01-06-2024,Backup,3.38
02-06-2024,Backup,2.32
03-06-2024,Backup,2.62
04-06-2024,Backup,2.96
05-06-2024,Backup,2.89
06-06-2024,Backup,3.02
07-06-2024,Backup,2.77
08-06-2024,Backup,3.2
09-06-2024,Backup,2.72
10-06-2024,Backup,2.44
11-06-2024,Backup,2.53
12-06-2024,Backup,2.65
13-06-2024,Backup,2.91
14-06-2024,Backup,3.02
15-06-2024,Backup,2.87
16-06-2024,Backup,2.87
17-06-2024,Backup,2.76
18-06-2024,Backup,2.95
19-06-2024,Backup,2.25
20-06-2024,Backup,2.86
21-06-2024,Backup,2.63
22-06-2024,Backup,3.16
23-06-2024,Backup,3.32
24-06-2024,Backup,2.98
25-06-2024,Backup,2.81
26-06-2024,Backup,2.7
27-06-2024,Backup,3.18
28-06-2024,Backup,2.6
29-06-2024,Backup,2.81
30-06-2024,Backup,3.15
01-07-2024,Backup,2.93
02-07-2024,Backup,3.12
03-07-2024,Backup,3.16
04-07-2024,Backup,3.29
05-07-2024,Backup,3.08
06-07-2024,Backup,3.02
07-07-2024,Backup,2.88
08-07-2024,Backup,3.1
09-07-2024,Backup,3.17
10-07-2024,Backup,2.65
11-07-2024,Backup,2.95
12-07-2024,Backup,3.12
13-07-2024,Backup,2.07
14-07-2024,Backup,2.63
15-07-2024,Backup,2.66
16-07-2024,Backup,3.3
17-07-2024,Backup,2.4
18-07-2024,Backup,2.55
19-07-2024,Backup,2.66
20-07-2024,Backup,3.34
21-07-2024,Backup,2.88
22-07-2024,Backup,3.11
23-07-2024,Backup,3.35
24-07-2024,Backup,2.53
25-07-2024,Backup,2.77
26-07-2024,Backup,3.16
27-07-2024,Backup,2.93
28-07-2024,Backup,3.02
29-07-2024,Backup,2.61
30-07-2024,Backup,3.03
31-07-2024,Backup,3.28
01-08-2024,Backup,2.99
02-08-2024,Backup,3.09
03-08-2024,Backup,3.09
04-08-2024,Backup,2.54
05-08-2024,Backup,2.74
06-08-2024,Backup,3.21
07-08-2024,Backup,2.94
08-08-2024,Backup,2.59
09-08-2024,Backup,2.93
10-08-2024,Backup,2.21
11-08-2024,Backup,2.31
12-08-2024,Backup,3.3
13-08-2024,Backup,1.82
14-08-2024,Backup,2.59
15-08-2024,Backup,2.99
16-08-2024,Backup,3.11
17-08-2024,Backup,3.08
18-08-2024,Backup,2.44
19-08-2024,Backup,2.9
20-08-2024,Backup,2.86
21-08-2024,Backup,3.68
22-08-2024,Backup,2.61
23-08-2024,Backup,3.08
24-08-2024,Backup,2.75
25-08-2024,Backup,2.63
26-08-2024,Backup,2.96
27-08-2024,Backup,2.68
28-08-2024,Backup,3.07
29-08-2024,Backup,3.13
30-08-2024,Backup,2.85
31-08-2024,Backup,3.3
01-09-2024,Backup,3.25
02-09-2024,Backup,3.03
03-09-2024,Backup,2.63
04-09-2024,Backup,3.01
05-09-2024,Backup,2.53
06-09-2024,Backup,3.02
07-09-2024,Backup,2.64
08-09-2024,Backup,2.66
09-09-2024,Backup,3.49
10-09-2024,Backup,3.2
11-09-2024,Backup,3.15
12-09-2024,Backup,3.1
13-09-2024,Backup,2.87
14-09-2024,Backup,2.7
15-09-2024,Backup,3.04
16-09-2024,Backup,2.17
17-09-2024,Backup,3.45
18-09-2024,Backup,3.39
19-09-2024,Backup,3.06
20-09-2024,Backup,2.94
21-09-2024,Backup,2.6
22-09-2024,Backup,3.31
23-09-2024,Backup,2.65
24-09-2024,Backup,2.77
25-09-2024,Backup,3.03
26-09-2024,Backup,3.53
27-09-2024,Backup,2.71
28-09-2024,Backup,3
29-09-2024,Backup,3.15
30-09-2024,Backup,3.69
01-10-2024,Backup,2.72
02-10-2024,Backup,3.7
03-10-2024,Backup,2.7
04-10-2024,Backup,2.64
05-10-2024,Backup,3.05
06-10-2024,Backup,2.91
07-10-2024,Backup,2.92
08-10-2024,Backup,3.27
09-10-2024,Backup,3.26
10-10-2024,Backup,3.29
11-10-2024,Backup,3.03
12-10-2024,Backup,2.77
13-10-2024,Backup,3.16
14-10-2024,Backup,2.86
15-10-2024,Backup,2.59
16-10-2024,Backup,3.13
17-10-2024,Backup,2.99
18-10-2024,Backup,3.06
19-10-2024,Backup,2.95
20-10-2024,Backup,3.16
21-10-2024,Backup,3.18
22-10-2024,Backup,3.34
23-10-2024,Backup,2.84
24-10-2024,Backup,3.17
25-10-2024,Backup,3.04
26-10-2024,Backup,3.17
27-10-2024,Backup,2.53
28-10-2024,Backup,2.83
29-10-2024,Backup,2.37
30-10-2024,Backup,3.43
31-10-2024,Backup,2.85
01-11-2024,Backup,3.05
02-11-2024,Backup,3.23
03-11-2024,Backup,3.05
04-11-2024,Backup,2.47
05-11-2024,Backup,3.32
06-11-2024,Backup,2.91
07-11-2024,Backup,3.38
08-11-2024,Backup,2.17
09-11-2024,Backup,2.86
10-11-2024,Backup,3.15
11-11-2024,Backup,3.1
12-11-2024,Backup,2.52
13-11-2024,Backup,3.64
14-11-2024,Backup,2.57
15-11-2024,Backup,3.14
16-11-2024,Backup,3
17-11-2024,Backup,2.59
18-11-2024,Backup,3.14
19-11-2024,Backup,2.89
20-11-2024,Backup,3.04
21-11-2024,Backup,2.66
22-11-2024,Backup,2.78
23-11-2024,Backup,2.84
24-11-2024,Backup,2.92
25-11-2024,Backup,3.07
26-11-2024,Backup,2.83
27-11-2024,Backup,2.56
28-11-2024,Backup,3.02
29-11-2024,Backup,2.78
30-11-2024,Backup,2.59
01-12-2024,Backup,3.02
02-12-2024,Backup,2.66
03-12-2024,Backup,3.2
04-12-2024,Backup,2.85
05-12-2024,Backup,3
06-12-2024,Backup,2.84
07-12-2024,Backup,3.19
08-12-2024,Backup,2.95
09-12-2024,Backup,2.59
10-12-2024,Backup,3.08
11-12-2024,Backup,3.03
12-12-2024,Backup,3.75
13-12-2024,Backup,2.77
14-12-2024,Backup,2.83
15-12-2024,Backup,3.06
16-12-2024,Backup,3.16
17-12-2024,Backup,2.83
18-12-2024,Backup,2.56
19-12-2024,Backup,2.95
20-12-2024,Backup,2.97
21-12-2024,Backup,3.12
22-12-2024,Backup,2.71
23-12-2024,Backup,2.97
24-12-2024,Backup,3.53
25-12-2024,Backup,3.21
26-12-2024,Backup,3.26
27-12-2024,Backup,3.67
28-12-2024,Backup,2.66
29-12-2024,Backup,3.31
30-12-2024,Backup,3.21
31-12-2024,Backup,2.98
01-01-2025,Backup,2.69
02-01-2025,Backup,2.62
03-01-2025,Backup,2.27
04-01-2025,Backup,3.12
05-01-2025,Backup,3.37
06-01-2025,Backup,3.1
07-01-2025,Backup,3.12
08-01-2025,Backup,3.35
09-01-2025,Backup,2.83
10-01-2025,Backup,3.08
11-01-2025,Backup,3.48
12-01-2025,Backup,3.37
13-01-2025,Backup,3
14-01-2025,Backup,2.53
15-01-2025,Backup,3.32
16-01-2025,Backup,2.82
17-01-2025,Backup,3.46
18-01-2025,Backup,3.29
19-01-2025,Backup,3.33
20-01-2025,Backup,3.07
21-01-2025,Backup,3.36
22-01-2025,Backup,3
23-01-2025,Backup,3.42
24-01-2025,Backup,3.36
25-01-2025,Backup,3
26-01-2025,Backup,3.13
27-01-2025,Backup,3.01
28-01-2025,Backup,3.03
29-01-2025,Backup,2.54
30-01-2025,Backup,2.4
31-01-2025,Backup,3.35
01-02-2025,Backup,3.2
02-02-2025,Backup,2.91
03-02-2025,Backup,2.9
04-02-2025,Backup,3.24
05-02-2025,Backup,2.47
06-02-2025,Backup,3.11
07-02-2025,Backup,3.46
08-02-2025,Backup,2.89
09-02-2025,Backup,3.78
10-02-2025,Backup,3.31
11-02-2025,Backup,2.74
12-02-2025,Backup,2.99
13-02-2025,Backup,3.3
14-02-2025,Backup,3.36
15-02-2025,Backup,3.08
16-02-2025,Backup,2.44
17-02-2025,Backup,3.09
18-02-2025,Backup,3.12
19-02-2025,Backup,3.54
20-02-2025,Backup,3.25
21-02-2025,Backup,3.24
22-02-2025,Backup,3.06
23-02-2025,Backup,3.14
24-02-2025,Backup,2.57
25-02-2025,Backup,3.07
26-02-2025,Backup,3.41
27-02-2025,Backup,2.91
28-02-2025,Backup,2.96
01-03-2025,Backup,2.81
02-03-2025,Backup,3.44
03-03-2025,Backup,3.86
04-03-2025,Backup,2.89
05-03-2025,Backup,2.66
06-03-2025,Backup,3.03
07-03-2025,Backup,3.31
08-03-2025,Backup,2.8
09-03-2025,Backup,2.81
10-03-2025,Backup,3.13
11-03-2025,Backup,2.66
12-03-2025,Backup,3.37
13-03-2025,Backup,3.52
14-03-2025,Backup,2.55
15-03-2025,Backup,3.56
16-03-2025,Backup,3.08
17-03-2025,Backup,3.44
18-03-2025,Backup,3.12
19-03-2025,Backup,3.2
20-03-2025,Backup,3.07
21-03-2025,Backup,2.98
22-03-2025,Backup,3.3
23-03-2025,Backup,3.14
24-03-2025,Backup,3.02
25-03-2025,Backup,3.24
26-03-2025,Backup,3.28
27-03-2025,Backup,3.04
28-03-2025,Backup,3.28
29-03-2025,Backup,3.46
30-03-2025,Backup,3.09
31-03-2025,Backup,2.88
01-04-2025,Backup,3.28
02-04-2025,Backup,2.94
03-04-2025,Backup,3.15
04-04-2025,Backup,2.87
05-04-2025,Backup,3.67
06-04-2025,Backup,3.49
07-04-2025,Backup,3.4
08-04-2025,Backup,3.9
09-04-2025,Backup,2.96
10-04-2025,Backup,3
11-04-2025,Backup,3.43
12-04-2025,Backup,3.14
13-04-2025,Backup,3.13
14-04-2025,Backup,3.07
15-04-2025,Backup,3.18
16-04-2025,Backup,3.29
17-04-2025,Backup,3.58
18-04-2025,Backup,3.01
19-04-2025,Backup,3.09
20-04-2025,Backup,3.24
21-04-2025,Backup,3.01
22-04-2025,Backup,3.69
23-04-2025,Backup,2.97
24-04-2025,Backup,3.4
25-04-2025,Backup,2.78
26-04-2025,Backup,3.57
27-04-2025,Backup,3.19
28-04-2025,Backup,3.17
29-04-2025,Backup,2.82
30-04-2025,Backup,3.77
01-05-2025,Backup,2.95
02-05-2025,Backup,3.02
03-05-2025,Backup,3.2
04-05-2025,Backup,3.68
05-05-2025,Backup,3.47
06-05-2025,Backup,3.81
07-05-2025,Backup,3.84
08-05-2025,Backup,3.44
09-05-2025,Backup,3.11
10-05-2025,Backup,3.15
11-05-2025,Backup,2.6
12-05-2025,Backup,3.52
13-05-2025,Backup,3.24
14-05-2025,Backup,3.11
15-05-2025,Backup,3.22
16-05-2025,Backup,3.26
17-05-2025,Backup,2.93
18-05-2025,Backup,3.66
19-05-2025,Backup,3.25
20-05-2025,Backup,3.03
21-05-2025,Backup,2.53
22-05-2025,Backup,3.31
23-05-2025,Backup,2.98
24-05-2025,Backup,3.8
25-05-2025,Backup,3.17
26-05-2025,Backup,3.6
27-05-2025,Backup,3.06
28-05-2025,Backup,2.72
29-05-2025,Backup,2.83
30-05-2025,Backup,3.09
31-05-2025,Backup,3.28
01-06-2025,Backup,3.39
02-06-2025,Backup,3.37
03-06-2025,Backup,3.22
04-06-2025,Backup,2.79
05-06-2025,Backup,3.07
06-06-2025,Backup,3.07
07-06-2025,Backup,3.51
08-06-2025,Backup,3.26
09-06-2025,Backup,2.58
10-06-2025,Backup,2.36
11-06-2025,Backup,3.08
12-06-2025,Backup,3.01
13-06-2025,Backup,3.09
14-06-2025,Backup,2.97
15-06-2025,Backup,3.36
16-06-2025,Backup,3.41
17-06-2025,Backup,3.7
18-06-2025,Backup,3.32
19-06-2025,Backup,3.86
20-06-2025,Backup,3.06
21-06-2025,Backup,2.71
22-06-2025,Backup,3.28
23-06-2025,Backup,3.61
24-06-2025,Backup,3.31
25-06-2025,Backup,3.42
26-06-2025,Backup,3.47
27-06-2025,Backup,3.27
28-06-2025,Backup,3.42
29-06-2025,Backup,3.09
30-06-2025,Backup,3.77
01-07-2025,Backup,3.5
02-07-2025,Backup,3.72
03-07-2025,Backup,2.63
04-07-2025,Backup,2.73
05-07-2025,Backup,3.66
06-07-2025,Backup,3.28
07-07-2025,Backup,3.24
08-07-2025,Backup,3.4
09-07-2025,Backup,3.16
10-07-2025,Backup,2.76
11-07-2025,Backup,2.69
12-07-2025,Backup,3.37
13-07-2025,Backup,3.43
14-07-2025,Backup,3.42
15-07-2025,Backup,3.4
16-07-2025,Backup,2.79
17-07-2025,Backup,2.96
18-07-2025,Backup,2.69
19-07-2025,Backup,2.94
20-07-2025,Backup,3.1
21-07-2025,Backup,3
22-07-2025,Backup,3.15
23-07-2025,Backup,3.5
24-07-2025,Backup,3.54
25-07-2025,Backup,3.02
26-07-2025,Backup,3.18
27-07-2025,Backup,3.04
28-07-2025,Backup,3.27
29-07-2025,Backup,3.14
30-07-2025,Backup,2.5
31-07-2025,Backup,3.38
01-08-2025,Backup,3.37
02-08-2025,Backup,3.48
03-08-2025,Backup,2.94
04-08-2025,Backup,3.84
05-08-2025,Backup,3.26
06-08-2025,Backup,3.42
